subject,label,ECG_mean,ECG_std,ECG_min,ECG_max,ECG_skew,ECG_kurtosis,ECG_zcr,ECG_peak_freq,ECG_psd_mean,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_skew,EDA_kurtosis,EDA_zcr,EDA_peak_freq,EDA_psd_mean,EMG_mean,EMG_std,EMG_min,EMG_max,EMG_skew,EMG_kurtosis,EMG_zcr,EMG_peak_freq,EMG_psd_mean,Resp_mean,Resp_std,Resp_min,Resp_max,Resp_skew,Resp_kurtosis,Resp_zcr,Resp_peak_freq,Resp_psd_mean,Temp_mean,Temp_std,Temp_min,Temp_max,Temp_skew,Temp_kurtosis,Temp_zcr,Temp_peak_freq,Temp_psd_mean
S2,1,0.00024399066030633717,0.13325271052967322,-0.36330566666124503,0.7798446705312956,1.2181593587673336,4.2854343564293575,0.012333333333333333,1.3671875,5.184165472359105e-05,5.03745539528983,0.3023695189870413,4.555511474609375,5.9574127197265625,0.7297638592381124,0.055928225910639284,0.0,0.68359375,1.0894089626367337e-06,4.792439640412302e-07,0.013619976149562165,-0.21765373534108046,0.11932437017741714,-0.38172554549552484,5.280573937675092,0.27354761904761904,54.00390625,5.371317563576454e-07,-0.011029377840982603,2.0137259936259975,-5.749144952480604,4.8139027077490475,-0.20706600571207454,0.15641041400627076,0.0006666666666666666,0.68359375,0.0014719097753381702,29.167696,0.060270853,29.01178,29.426208,0.2747735,-0.07957864,0.0,0.68359375,2.2953718e-06
S2,1,0.0004030985567010307,0.1469562154181898,-0.36330566666124503,0.768552043617711,0.9969648286358893,3.6641127297684175,0.009738095238095238,1.3671875,6.116676529561889e-05,4.587705775669643,0.22896847184794483,4.1278839111328125,5.0945281982421875,-0.08280642290989029,-1.163751395413779,0.0,0.68359375,4.4340624006304084e-07,-7.799090466000758e-07,0.008963189239581497,-0.21765373534108046,0.11932437017741714,-0.7371044481906687,21.30252149359358,0.3111904761904762,28.02734375,2.2985363584605003e-07,0.02177246526256053,1.509903810862838,-5.749144952480604,4.8139027077490475,-0.33327876041234034,3.2104706533474463,0.0008809523809523809,0.68359375,0.0010154871079426247,29.064768,0.13452439,28.820953,29.426208,0.14285426,-1.2866464,0.0,0.68359375,2.2980475e-06
S2,1,3.9773158976370256e-05,0.15236385526642615,-0.29219754029304945,0.7940029871915331,0.9944935272419957,3.9017010991565275,0.007261904761904762,2.05078125,6.747857859031617e-05,4.186873472304571,0.23064521198245524,3.7715911865234375,4.671478271484375,0.11651534257475996,-1.2402356326833321,0.0,0.68359375,4.591395004274385e-07,-2.1426958127724335e-07,0.006776567248989017,-0.05348724319798889,0.04283628485039621,-0.18775032735294184,2.1303708830370836,0.32780952380952383,28.02734375,1.2954462322490244e-07,0.0023665854658448224,0.7405051708797034,-1.5542422759494534,1.6246437690572162,0.08165276443303761,-0.8351287407325811,0.0009285714285714286,0.68359375,0.00034340862342381096,28.885605,0.08129294,28.727814,29.207275,0.30869743,-0.61427546,0.0,237.890625,2.4578926e-06
S2,1,-0.00021669950548578736,0.18109695107142254,-1.4888451696596365,1.4528531339704576,-0.08077750480788404,14.810101991365038,0.007071428571428571,2.05078125,0.00010157376830444721,3.8367648987543017,0.17571664678899931,3.3115386962890625,4.2949676513671875,0.1427228760445274,-1.0273977423527505,0.0,0.68359375,4.955575475579389e-07,5.866377180442939e-07,0.007102235379437478,-0.050627009893919335,0.0398437646992205,-0.2262507995176076,1.493750222164179,0.31776190476190475,27.34375,1.446478887042989e-07,0.012933490312419854,0.689719854570538,-1.5542422759494534,1.6246437690572162,0.03610612002439865,-0.6648781882263228,0.0009523809523809524,0.68359375,0.00028285249562812686,28.808538,0.044000737,28.702026,29.037628,0.7273621,0.47118092,0.0,340.4296875,2.583482e-06
S2,1,6.945029108310899e-05,0.18020606221308866,-1.4888451696596365,1.4528531339704576,-0.12871010553618736,14.80588485072877,0.008214285714285714,2.05078125,9.94257543222969e-05,3.5474849065144856,0.16077529702695176,3.255462646484375,3.919219970703125,0.11112415597458848,-1.282057659024774,0.0,0.68359375,6.135877215200873e-07,4.0995560573122797e-07,0.00821590715292136,-0.07033482219501258,0.06249225948419389,-0.1824632584065439,3.4792687827667965,0.3078571428571429,28.7109375,1.8868987360950868e-07,-0.019132961290404413,0.8155647926877607,-4.281054915082587,2.1363565412337744,-1.5663724059446138,7.237328682677239,0.0009761904761904762,0.68359375,0.00030977617975421964,28.798117,0.037777193,28.679108,28.9888,0.86163425,1.0598536,0.0,346.58203125,2.572689e-06
S2,1,7.826029459966226e-05,0.1484514644528955,-0.3886136845753168,0.7386027202399861,0.9265831393713015,3.243580588858099,0.008571428571428572,1.3671875,6.343239021341379e-05,3.314104479835147,0.12276385416311732,3.0269622802734375,3.5915374755859375,-0.22226482838393818,-0.8146530126151994,0.0,0.68359375,6.341371674119962e-07,4.796734835090469e-07,0.008732803047720273,-0.07033482219501258,0.06249225948419389,-0.10072761624766,2.9112573673052067,0.29454761904761906,28.7109375,2.1794986805392634e-07,0.0014135468590629695,0.8653162669745221,-4.281054915082587,2.1363565412337744,-1.3022383769381431,5.571247895276734,0.0008333333333333334,0.68359375,0.00030464874580162345,28.799755,0.047963407,28.640472,29.023285,0.24781325,0.2759645,0.0,0.68359375,2.5825773e-06
S2,1,-0.00012183951395178713,0.14454117764733126,-0.3886136845753168,0.7104440913923348,0.998875684702431,3.6219455878249747,0.0074761904761904766,1.3671875,5.810349986667649e-05,3.0828943888346356,0.16103327207956744,2.783203125,3.4114837646484375,0.13274528929679136,-1.1799972631695588,0.0,0.68359375,5.831391539297513e-07,-1.81785547117209e-06,0.008303575895547366,-0.051396353334387766,0.07985688608916004,-0.0023912603023693905,1.857355725725352,0.2910714285714286,27.34375,1.9363375313669918e-07,0.02186903075289007,0.6507436076374674,-1.588735717066204,1.8343201459457303,0.1456922095521886,0.016746811153824037,0.0009285714285714286,0.68359375,0.00022295776405531847,28.753807,0.063520014,28.584656,29.023285,0.5665327,-0.3622856,0.0,0.68359375,2.665063e-06
S2,1,-0.00023390681968901993,0.14385814951600742,-0.26471602406206035,0.7170692948147688,0.9985047027462228,3.590713327477107,0.007095238095238095,2.734375,5.7962801935602266e-05,2.8301904678344725,0.132311384188801,2.5844573974609375,3.134918212890625,0.15073513229635588,-1.1818942676041684,0.0,0.68359375,6.105101430734929e-07,-7.133255809875035e-07,0.007962488360493201,-0.051396353334387766,0.07985688608916004,-0.026582695992444286,1.7109371348103197,0.29519047619047617,27.34375,1.8031019240381566e-07,-0.007847993831951838,0.5903507555878089,-1.588735717066204,1.8343201459457303,0.15497167772696394,-0.07161888241715397,0.0010714285714285715,0.68359375,0.00024562657777352177,28.644094,0.07742753,28.447449,28.950043,0.03837374,-1.1628151,0.0,0.68359375,2.7584235e-06
S2,1,-1.5943434206275125e-05,0.14314569420074458,-0.2726738990942821,0.7194112398701074,0.9549108741632845,3.4601469421678823,0.007142857142857143,1.3671875,5.7321650636460625e-05,2.6230162302652995,0.10841171921183837,2.1892547607421875,2.878570556640625,0.10659197504708667,-1.133833224241128,0.0,0.68359375,6.395335026909572e-07,1.6078491999304233e-06,0.00796773835691326,-0.054220243056597374,0.04575492383399654,-0.09293583167672334,1.0733698759317445,0.2945,31.4453125,1.8057775615915885e-07,-0.006092303939902233,0.6080088557498583,-1.5124197282321716,1.4131763474681294,-0.031031873879382322,-0.6609634651120082,0.0010476190476190477,0.68359375,0.0002587407174751438,28.573872,0.041704446,28.447449,28.820953,1.0921546,1.2085786,0.0,0.68359375,2.916655e-06
S2,1,-2.7333830995547792e-05,0.14070930318551392,-0.2726738990942821,0.7194112398701074,1.0065856663238562,3.7413494043953,0.007380952380952381,1.3671875,5.655144734365935e-05,2.4512455349876765,0.09233775398356649,2.1213531494140625,2.69775390625,0.12360814313954416,-1.1097023140481732,0.0,0.68359375,6.695968114830764e-07,7.786392949536923e-07,0.008299959854743081,-0.054220243056597374,0.04575492383399654,-0.11406347761744899,0.9993626815430106,0.2871666666666667,29.39453125,1.9624054460312913e-07,0.004951178235562247,0.5678565446554198,-1.5124197282321716,1.4131763474681294,-0.08706174784579443,-0.35841454246455484,0.0009761904761904762,0.68359375,0.00022006081628222186,28.574762,0.040419877,28.41742,28.820953,0.96846896,1.0923343,0.0,0.68359375,2.9630485e-06
S2,1,-6.686268485121268e-05,0.14207888288739134,-0.26766468359776674,0.7354435568466523,1.0771486918085724,4.071092606359118,0.0074285714285714285,2.05078125,5.933671093255808e-05,2.306586792355492,0.07771901785414274,2.1076202392578125,2.53143310546875,0.13410148855622994,-1.101820493726534,0.0,0.68359375,6.805331534024958e-07,-8.074683801816517e-07,0.00802493044600779,-0.046956753259304373,0.04000308778043424,-0.14622026402303823,0.9303460038517586,0.29578571428571426,28.7109375,1.8359030447285483e-07,-0.0007318524513188611,0.5995048104133186,-1.3317918614172604,1.3704050264360685,0.015123613472167034,-0.42008966032853046,0.0009285714285714286,0.68359375,0.00022817835281744694,28.532976,0.061523207,28.341766,28.782227,0.19841152,-0.45449924,0.0,340.4296875,2.919452e-06
S2,1,0.00010627592571190928,0.14469993409468146,-0.2713785979866866,0.7354435568466523,1.0500237410723294,3.8194038576660034,0.007333333333333333,2.734375,6.1028222060849315e-05,2.1841745739891416,0.06753306809503301,2.01568603515625,2.40936279296875,0.06614407267994006,-1.0057939372476457,0.0,0.68359375,6.981355514736126e-07,-9.901100548651272e-07,0.007863986873798329,-0.046956753259304373,0.038932763099266396,-0.12659962108805245,0.9289820904684092,0.29688095238095236,28.7109375,1.754634876451696e-07,-0.01188097411636347,0.6128022179593184,-1.3317918614172604,1.3704050264360685,0.01648679591275247,-0.5141885012051461,0.001,0.68359375,0.00023861081827377496,28.457926,0.048810735,28.278961,28.69345,0.63279027,0.3236208,0.0,54.00390625,2.94056e-06
